Entity,Type
krithivasan,PERSON
us,GPE
wednesday,DATE
afternoon,TIME
south africa,GPE
indian,NORP
first,ORDINAL
third,ORDINAL
indian,NORP
south africa,GPE
nine,CARDINAL
india,GPE
new zealands,ORG
kyle jamieson,PERSON
matt henry,PERSON
first,ORDINAL
new zealand,GPE
tuesday,DATE
first,ORDINAL
thursday,DATE
new zealand,GPE
duo jacob duffy otago,PERSON
scott kuggeleijn,PERSON
second,ORDINAL
five,CARDINAL
two,CARDINAL
australia,GPE
thursdays,CARDINAL
uk,GPE
february,DATE
june,DATE
gary stead,PERSON
june,DATE
today,DATE
friday,DATE
third,ORDINAL
england,GPE
karnataka batsman,PERSON
third,ORDINAL
the last seven months,DATE
australia,GPE
india,GPE
xabi,PERSON
harry kane,PERSON
munich,GPE
bayer leverkusen,ORG
henry nicholls,PERSON
tuesday,DATE
monday,DATE
thousands,CARDINAL
mount maunganui,LOC
three to four,CARDINAL
indian,NORP
annual,DATE
the last three years,DATE
kuwait,GPE
september,DATE
air india,ORG
three to four,CARDINAL
"aiesl
advertisement
aiesl",ORG
max,PERSON
annual,DATE
third,ORDINAL
india,GPE
the coming years,DATE
india,GPE
friday,DATE
almost  per cent,MONEY
"rs rs  crore
lics",PERSON
monthly,DATE
today,DATE
india,GPE
today,DATE
july,DATE
english,LANGUAGE
english,LANGUAGE
english,LANGUAGE
tamil,PERSON
english,LANGUAGE
saturday,DATE
al nassr against,PERSON
just  minutes,TIME
al,ORG
russia,GPE
saturday,DATE
earlier this month,DATE
monday,DATE
indian,NORP
saturday,DATE
russian,NORP
first,ORDINAL
third,ORDINAL
eight kilometers five miles,QUANTITY
the luna craft,ORG
august,DATE
first,ORDINAL
the soviet union,GPE
russian,NORP
indian,NORP
july,DATE
only three,CARDINAL
moon landings,ORG
the soviet union,GPE
the united states,GPE
china,GPE
two,CARDINAL
india,GPE
russia,GPE
first,ORDINAL
russia,GPE
russia,GPE
soviet,NORP
russian,NORP
vladimir putin,PERSON
russia,GPE
russian,NORP
kazakhstan,GPE
indian,NORP
christmas,DATE
days,DATE
last week,DATE
christmas,DATE
last friday,DATE
monthly,DATE
india,GPE
indian,NORP
india,GPE
jrd tata,PERSON
second,ORDINAL
today,DATE
privatisaton air india,ORG
decades ago,DATE
airbus,ORG
monday,DATE
airbus,ORG
monday,DATE
first,ORDINAL
india,GPE
thursday,DATE
a few months,DATE
monthly,DATE
california,GPE
first,ORDINAL
last month,DATE
cleveland national forest,ORG
about  miles  km,QUANTITY
san diego,GPE
seven,CARDINAL
two,CARDINAL
two,CARDINAL
two,CARDINAL
meteor,ORG
the university of california san diego,ORG
chico,GPE
california,GPE
july,DATE
one day,DATE
hawaii canada,FAC
this season,DATE
el cajon,GPE
san diego,GPE
hundreds,CARDINAL
just a few weeks,DATE
earths,CARDINAL
wavelength,ORG
donna bryson,PERSON
diane,PERSON
saudi,NORP
al nassr,PERSON
saudi arabia,GPE
four and a half hours,DATE
rafael buschmann,PERSON
michael wulzingers book,PERSON
one,CARDINAL
irish,NORP
fourandahalf hours,TIME
five,CARDINAL
two,CARDINAL
around  million,CARDINAL
the day,DATE
the middle east,LOC
north african,NORP
saturday,DATE
al nassr against,PERSON
just  minutes,TIME
al,ORG
the next five minutes,TIME
four,CARDINAL
seven,CARDINAL
two,CARDINAL
a minute,TIME
tuesday,DATE
american,NORP
indian,NORP
friday,DATE
american,NORP
monday,DATE
"nanak jayanti
meanwhile",PERSON
six,CARDINAL
friday,DATE
the week ended november,DATE
the reserve bank,ORG
friday,DATE
the securities and exchange board of india sebi,ORG
two,CARDINAL
the same day,DATE
monthly,DATE
august,DATE
india,GPE
thursday,DATE
india,GPE
upi npci,ORG
august,DATE
july,DATE
billion,CARDINAL
june,DATE
bank of india,ORG
the octoberdecember quarter,DATE
billion,CARDINAL
miranda house,ORG
university of delhi,ORG
her first year,DATE
three,CARDINAL
one,CARDINAL
english,LANGUAGE
today,DATE
first,ORDINAL
just two decades ago,DATE
new york,GPE
monthly,DATE
three,CARDINAL
reliance industries ltd,ORG
ambani  drew,PERSON
the  fiscal year,DATE
three,CARDINAL
years,DATE
three,CARDINAL
the  fiscal year april,DATE
annual,DATE
annual,DATE
last month,DATE
three,CARDINAL
five more years,DATE
five,CARDINAL
first,ORDINAL
three,CARDINAL
last month,DATE
ambani,ORG
the past three years,DATE
yale university,ORG
south asia,LOC
stanford university,ORG
indian,NORP
zero,CARDINAL
october,DATE
jio isha,ORG
"jio financial services
advertisement
mukesh ambani",ORG
dhiburhai ambani,PERSON
july,DATE
annual,DATE
year  april,DATE
three years in a row,DATE
april,DATE
april,DATE
the previous fiscal year,DATE
annual,DATE
p m s prasad,ORG
kumar kapil,PERSON
kapil,NORP
year,DATE
nita ambani,PERSON
mashelkar,NORP
zainulbhai,GPE
singh gujral,ORG
arundhati,GPE
saudi,NORP
al rumayyan,PERSON
january,DATE
days,DATE
google,ORG
two,CARDINAL
monthly,DATE
ali fazal,PERSON
richa chadha,PERSON
first,ORDINAL
ali,PERSON
indian,NORP
india,GPE
indian,NORP
the last  months,DATE
seven,CARDINAL
day,DATE
tamil nadus ranji trophy thirdround,PERSON
friday,DATE
last season,DATE
ali trophy,PERSON
only two,CARDINAL
"sai sudharsan
",PERSON
monthly,DATE
today,DATE
july,DATE
"cetsapscheapgovin
",PERSON
jee advanced,PERSON
last  years,DATE
roorkee,GPE
august,DATE
august,DATE
september,DATE
august,DATE
august,DATE
august,DATE
september,DATE
september,DATE
september,DATE
pan masala,PERSON
october,DATE
july,DATE
october,DATE
pan masala,PERSON
pan masala,PERSON
india,GPE
pan masala,PERSON
the middle east southeast asia,LOC
african,NORP
pan masala,PERSON
the last quarter,DATE
indian,NORP
australian,NORP
first,ORDINAL
yeh ball maar,PERSON
tha yeh,PERSON
more than  years,DATE
british,NORP
david attenborough,PERSON
first,ORDINAL
the last day,DATE
oxford university,ORG
james kempton,PERSON
the very final day,DATE
first,ORDINAL
indonesian,NORP
greek,NORP
about  million years ago,DATE
kempton,PERSON
dutch,NORP
decades,DATE
wednesday,DATE
rs kilogram,PERSON
thursday,DATE
federation of india ltd,ORG
joseph chandra,PERSON
yesterday,DATE
tomorrow,DATE
india,GPE
delhincr,GPE
joseph chandra,PERSON
august,DATE
a month ago,DATE
a month ago,DATE
south korean,NORP
monday,DATE
kim,PERSON
two,CARDINAL
three,CARDINAL
jin jhope,PERSON
several months,DATE
the institute of chartered accountants,ORG
india,GPE
january,DATE
november,DATE
icaiorg,ORG
the month of november,DATE
tuesday,DATE
monthly,DATE
january,DATE
january,DATE
monthly,DATE
indian,NORP
ajith kumar,PERSON
thala,GPE
dubai,GPE
monthly,DATE
kotak mahindra bank,ORG
monday,DATE
uday,PERSON
december this year,DATE
kotak mahindra bank,ORG
kotak mahindra bank,ORG
kvs manian,PERSON
uday,PERSON
kotaks,GPE
uday kotak,PERSON
uday,PERSON
kotaks,GPE
jay,PERSON
the fifteenth season,DATE
crorepati kbc,PERSON
khan,PERSON
this day,DATE
hai,GPE
one,CARDINAL
yash johar,PERSON
khan,PERSON
khans,NORP
eight years,DATE
india,GPE
indian,NORP
today,DATE
indian,NORP
hong kongs,GPE
monday,DATE
monthly,DATE
india,GPE
one,CARDINAL
parul university dr devanshu patel,ORG
parul university,ORG
parul university,ORG
christopher benninger,PERSON
delhi,GPE
niua delhi,GPE
japanese,NORP
parul university,ORG
years eve,DATE
every minute,TIME
monday,DATE
one,CARDINAL
four,CARDINAL
november,DATE
the evening,TIME
the previous year,DATE
biryani,PERSON
last year,DATE
years eve,DATE
midnight,TIME
kapoor,PERSON
almost a million,CARDINAL
the last hour,TIME
tomorrow,DATE
sunday,DATE
million,CARDINAL
this year,DATE
sunday,DATE
august,DATE
a great month,DATE
samsung,ORG
september,DATE
samsung,ORG
september,DATE
monthly,DATE
sam altman,PERSON
years later,DATE
"mac
sam altman",PERSON
chicago,GPE
years,DATE
st louis,GPE
missouri,GPE
john burroughs school,PERSON
four,CARDINAL
jewish,NORP
years,DATE
jerry altman,PERSON
first,ORDINAL
macintosh,PRODUCT
new york,ORG
monthly,DATE
the end of january next year,DATE
indian,NORP
the end of december,DATE
wednesday,DATE
google meta,ORG
jee,PERSON
the indian institute of technology,ORG
sixth,ORDINAL
mscmba phd,PERSON
the last five years,DATE
years,DATE
the bureau of civil aviation security,ORG
mumbai,GPE
mumbai international airport ltd mial,ORG
"the ministry of civil aviation moca
the incident",ORG
sunday,DATE
the delhi airport,FAC
monthly,DATE
june,DATE
a ton,QUANTITY
fullcolor,ORG
first,ORDINAL
monthly,DATE
sivakarthikeyan,PERSON
first,ORDINAL
hindustan times,ORG
monthly,DATE
last year,DATE
actorpolitician,NORP
indian,NORP
dhandapani,PERSON
indian,NORP
india,GPE
indian,NORP
indian,NORP
monthly,DATE
bse odisha class,PERSON
odisha,GPE
monthly,DATE
second,ORDINAL
neet,CARDINAL
august,DATE
august,DATE
second,ORDINAL
karnataka,PERSON
third,ORDINAL
french,NORP
emmanuel macron,PERSON
january,DATE
indian,NORP
india,GPE
the republic day,DATE
indian,NORP
france,GPE
indian,NORP
france,GPE
macron emmanuelmacron,PERSON
january,DATE
french,NORP
french,NORP
french,NORP
french,NORP
french,NORP
france,GPE
indian,NORP
france,GPE
france,GPE
india,GPE
france,GPE
last year,DATE
france,GPE
india,GPE
france,GPE
approximately  per cent,MONEY
each year,DATE
wednesday,DATE
indian,NORP
july,DATE
nirmala sitharaman,PERSON
indian,NORP
the department of economic affairs,ORG
india,GPE
mca,ORG
indian,NORP
indian,NORP
india,GPE
indian,NORP
giftifscindia international exchange,ORG
first,ORDINAL
india,GPE
indian,NORP
india,GPE
indian,NORP
indian,NORP
indian,NORP
indian,NORP
indian,NORP
indian,NORP
indian,NORP
indian,NORP
indians,NORP
india,GPE
two,CARDINAL
two days,DATE
kidambi,GPE
mithun manjunath,PERSON
a dream week,DATE
months ago,DATE
mithun,PERSON
semis,ORG
mithun,PERSON
mithun,PERSON
three,CARDINAL
backtoback days,DATE
mark wahlberg,PERSON
simon cellan jones,PERSON
kapoor,GPE
the middle of that weeks,DATE
kylian,NORP
fifa,ORG
fifa,ORG
friday eight weeks,DATE
qatar,GPE
three,CARDINAL
fifas,GPE
award beth,PERSON
alex morgan,PERSON
the united states,GPE
feb,CARDINAL
paris,GPE
the golden ball,FAC
fifa,ORG
the world cup,ORG
luka modri,PERSON
third,ORDINAL
paris,GPE
seventh,ORDINAL
fifas,GPE
annual,DATE
first,ORDINAL
six,CARDINAL
fifa,ORG
the year,DATE
fifa,ORG
each year,DATE
fifa,ORG
first,ORDINAL
fourth,ORDINAL
sixth seventh and eighth,DATE
robert lewandowski,PERSON
fifa,ORG
the past two years,DATE
france football,ORG
october,DATE
karim benzema,ORG
france,GPE
august,DATE
three,CARDINAL
days,DATE
european,NORP
spain,GPE
november,DATE
july,DATE
australia,GPE
new zealand,GPE
third,ORDINAL
england,GPE
karnataka batsman,PERSON
third,ORDINAL
the last seven months,DATE
australia,GPE
india,GPE
xabi,PERSON
harry kane,PERSON
munich,GPE
bayer leverkusen,ORG
second,ORDINAL
us,GPE
last year,DATE
murpokku dravida,PERSON
stalin kn nehru,PERSON
cm o,PERSON
tamilisai soundarajan,PERSON
jeyakumar,PERSON
koyembedu,PERSON
pandian,NORP
vijay prabhakaran,PERSON
narayanan vijayaraj alagarswami,PERSON
the years vijayakanth,DATE
kamal haasan captain prabhakaran,PERSON
kaavalan nooraavathu naal oomai,PERSON
vaanathai pola chatriyan,PERSON
ramana,PERSON
dravidian,NORP
between the years,DATE
"premalatha
vijayakanth",PERSON
a few weeks ago,DATE
december,DATE
actorpolitician,NORP
tuesday,DATE
thursday,DATE
morning,TIME
millions,CARDINAL
hcltech,ORG
finland,GPE
finland,GPE
five,CARDINAL
finland,GPE
hcltech,NORP
last month,DATE
first,ORDINAL
a ton,QUANTITY
monthly,DATE
reliance industries ltd ril,ORG
the first quarter ending june,DATE
"the same period last year
ril",DATE
last year,DATE
q of last financial year,DATE
rs month,DATE
the reserve bank of india rbi,ORG
friday,DATE
rs month,DATE
bangalore university,ORG
monday,DATE
cgpa,ORG
first,ORDINAL
karnataka,GPE
karnataka,NORP
the past five years,DATE
two,CARDINAL
vicechancellor dr jayakara s,PERSON
this year,DATE
india,GPE
indian,NORP
india,GPE
narendra modi,PERSON
friday,DATE
gujarat,GPE
india,GPE
first,ORDINAL
season,DATE
"boston consulting group bank of america
deutsche bank",ORG
nomura kearney lek consulting ab,ORG
monthly,DATE
today,DATE
kota,GPE
the next two months,DATE
over two,CARDINAL
kota,PERSON
annually,DATE
any year last year,DATE
two,CARDINAL
sunday,DATE
a span of,DATE
four hours,TIME
sixth,ORDINAL
around  pm minutes,TIME
neet,CARDINAL
kota,PERSON
two,CARDINAL
sunday night,TIME
the next two months,DATE
sony,ORG
sony,ORG
al tv,ORG
wfxm,PERSON
sony,ORG
diwali house,ORG
lucy,PERSON
first,ORDINAL
wednesday,DATE
first,ORDINAL
two,CARDINAL
two,CARDINAL
nasa,ORG
lucy,PERSON
october,DATE
two,CARDINAL
one,CARDINAL
jupiter,LOC
hal levison,PERSON
lucy,PERSON
lucy,PERSON
seven,CARDINAL
two,CARDINAL
nasa press,ORG
thursday,DATE
the weeks,DATE
first,ORDINAL
lucy,PERSON
thousands of kilometres per hour,QUANTITY
kerala iffk,PERSON
friday,DATE
japanese,NORP
friday,DATE
the champions league final,ORG
june,DATE
third,ORDINAL
england,GPE
karnataka batsman,PERSON
third,ORDINAL
the last seven months,DATE
australia,GPE
india,GPE
xabi,PERSON
harry kane,PERSON
munich,GPE
bayer leverkusen,ORG
european,NORP
the days,DATE
june,DATE
the uefa foundation for children charity,ORG
two,CARDINAL
turkey,GPE
syria,GPE
next week,DATE
the champions league europa league,ORG
one,CARDINAL
european,NORP
turkey,GPE
thursday,DATE
monday,DATE
third,ORDINAL
kapoor,ORG
monday,DATE
india,GPE
indian,NORP
pro kabaddi league,PERSON
first,ORDINAL
paltan,GPE
"jaipur
puneri",ORG
paltan,GPE
only one,CARDINAL
ten,CARDINAL
monthly,DATE
cheeni kum    ,PRODUCT
khara,PRODUCT
wednesday december,DATE
monthly,DATE
india,GPE
indian,NORP
the third month in a row in june,DATE
friday,DATE
last year,DATE
the th straight month,DATE
a few more months,DATE
september,DATE
year,DATE
india,GPE
june,DATE
the same month of last year june,DATE
last years,DATE
june,DATE
the previous four months,DATE
june,DATE
last monday,DATE
the reserve bank of india,ORG
icsi cs,PERSON
december,DATE
the institute of company,ORG
india,GPE
december,DATE
december,DATE
"icsiedu
icsi",ORG
december,DATE
december,DATE
december,DATE
monthly,DATE
german,NORP
monthly,DATE
lionel,ORG
sunday night,TIME
paris,GPE
argentine,NORP
indian,NORP
nasa,ORG
"the moon
nasas lunar",FAC
nasa,ORG
american,NORP
artemis,ORG
monthly,DATE
afghanistan,GPE
rehmanullah gurbaz,PERSON
bhai mein pathan hoon,FAC
amazon,ORG
first,ORDINAL
south africa,GPE
australian,NORP
sunday,DATE
south africa,GPE
seventh,ORDINAL
south africa,GPE
the past  months,DATE
last year,DATE
friday,DATE
south africa,GPE
australia,GPE
india,GPE
south africa,GPE
semis,ORG
shabnam,GPE
south africa,GPE
friday,DATE
australia,GPE
south africa,GPE
india,GPE
five,CARDINAL
australia,GPE
south african,NORP
britz,PERSON
england,GPE
friday,DATE
the end of the day,DATE
australia,GPE
the end of the day,DATE
first,ORDINAL
first,ORDINAL
india,GPE
australia,GPE
american,NORP
alyssa healy,PERSON
brown ashleigh,PERSON
kim garth,PERSON
graham grace harris,PERSON
jonassen alana,PERSON
tahlia,ORG
beth mooney,PERSON
georgia,GPE
south africa,GPE
lara goodall,PERSON
chloe tryon,PERSON
klaas laura,PERSON
sinalo jafta,PERSON
mlaba anneke,ORG
karnataka,NORP
karan johar,PERSON
khan,PERSON
saif ali khan,PERSON
johar,PERSON
karans,NORP
two,CARDINAL
kal ho,ORG
ho karan,PERSON
india,GPE
indian,NORP
two,CARDINAL
the first half,DATE
portuguese,NORP
madrid,GPE
december,DATE
mpc members,PERSON
monthly,DATE
friday,DATE
next year,DATE
four,CARDINAL
next year,DATE
four,CARDINAL
five,CARDINAL
indian,NORP
india,GPE
monthly,DATE
six months to one year,DATE
years,DATE
india,GPE
over a year ago,DATE
sharma,NORP
afghanistan,GPE
june,DATE
virat,ORG
november,DATE
australia,GPE
last week,DATE
hardik pandya,PERSON
france,GPE
second,ORDINAL
india,GPE
france,GPE
indian,NORP
france,GPE
india,GPE
french,NORP
indian,NORP
january,DATE
christmas,DATE
katrina,EVENT
jawan,PERSON
india,GPE
indian,NORP
sony,ORG
india,GPE
sony,ORG
monthly,DATE
the indian institute of management ahmedabad iim,ORG
summer,DATE
summer,DATE
brazil,GPE
world cup,EVENT
streamer llanos,PERSON
one,CARDINAL
west asia,LOC
nirmala sitharaman,PERSON
friday,DATE
morocco,GPE
india,GPE
august,DATE
monday,DATE
last month,DATE
august,DATE
august,DATE
van wholesales,PERSON
last month,DATE
august month,DATE
indian,NORP
august,DATE
the same month last year,DATE
a year ago,DATE
august,DATE
last month,DATE
august,DATE
india,GPE
august,DATE
hyundai motor,ORG
india,GPE
the same month last year,DATE
the last decade,DATE
chi chi,LOC
chi chi,PERSON
monthly,DATE
india,GPE
indian,NORP
the wedding season,DATE
two,CARDINAL
apple,ORG
millions of dollars,MONEY
gifs generating,PERSON
google,ORG
millions of dollars,MONEY
tim cook,PERSON
google,ORG
google,ORG
bloomberg,PERSON
ajax gpt,ORG
android,ORG
reliance jio,PERSON
two,CARDINAL
daily,DATE
gb,PERSON
every day,DATE
jiotv jiocinema,PERSON
"jiocloud
",PERSON
monthly,DATE
kapoor,GPE
rashmika,GPE
just a week,DATE
rashmika,GPE
rashmika,GPE
rashmika,GPE
rashmika,GPE
india,GPE
indian,NORP
janhvi kapoor,PERSON
boney kapoor,PERSON
khushi kapoor,PERSON
mumbai,GPE
white janhvi,ORG
india,GPE
indian,NORP
karisma kapoor,GPE
kapoor,PERSON
karisma,GPE
kareena,GPE
karisma,GPE
india,GPE
indian,NORP
apple,ORG
next month,DATE
the much anticipated journal app,ORG
last seasons,DATE
ranji trophy,PERSON
the next two weeks,DATE
nadus,NORP
monthly,DATE
ranbir kapoor,PERSON
december,DATE
indian,NORP
a decade ago,DATE
indian,NORP
india,GPE
india,GPE
indian,NORP
november,DATE
india,GPE
india,GPE
china,GPE
ajay srivastava,PERSON
one,CARDINAL
their next years,DATE
hydrofluorocarbons,CARDINAL
india,GPE
zero,CARDINAL
india,GPE
zero,CARDINAL
two,CARDINAL
china,GPE
germany,GPE
number two,CARDINAL
china,GPE
china,GPE
china,GPE
billions or even trillions,CARDINAL
monthly,DATE
jnu admissions  ,PERSON
jnu,PERSON
second,ORDINAL
ma msc,PERSON
mca,ORG
second,ORDINAL
august,DATE
phd,ORG
september,DATE
september,DATE
this month,DATE
three financial years,DATE
chinese,NORP
indian,NORP
the next years,DATE
tuesday,DATE
